"model","aic","deviance","year_df","has_holiday","spline_fun","df","data_split"
"ns_4_7_7_hum_temp_pm10_o3_no2_so2_co_with_holiday",577.452404162083,78.6190747874769,4,TRUE,"ns",7,"mix"
"ns_4_7_7_hum_temp_pm10_o3_no2_so2_co_with_holiday",577.452404162083,78.6190747874769,4,TRUE,"ns",7,"mix"
"bs_4_2_2_hum_temp_pm10_o3_no2_so2_co_with_holiday",577.452404162083,78.6190747874769,4,TRUE,"bs",2,"mix"
"bs_4_2_2_hum_temp_pm10_o3_no2_so2_co_with_holiday",577.452404162083,78.6190747874769,4,TRUE,"bs",2,"mix"
"bs_4_3_3_hum_temp_pm10_o3_no2_so2_co_with_holiday",577.452404162083,78.6190747874769,4,TRUE,"bs",3,"mix"
"bs_4_3_3_hum_temp_pm10_o3_no2_so2_co_with_holiday",577.452404162083,78.6190747874769,4,TRUE,"bs",3,"mix"
"bs_4_4_4_hum_temp_pm10_o3_no2_so2_co_with_holiday",577.452404162083,78.6190747874769,4,TRUE,"bs",4,"mix"
"bs_4_4_4_hum_temp_pm10_o3_no2_so2_co_with_holiday",577.452404162083,78.6190747874769,4,TRUE,"bs",4,"mix"
"bs_4_5_5_hum_temp_pm10_o3_no2_so2_co_with_holiday",577.452404162083,78.6190747874769,4,TRUE,"bs",5,"mix"
"bs_4_5_5_hum_temp_pm10_o3_no2_so2_co_with_holiday",577.452404162083,78.6190747874769,4,TRUE,"bs",5,"mix"
"bs_4_6_6_hum_temp_pm10_o3_no2_so2_co_with_holiday",577.452404162083,78.6190747874769,4,TRUE,"bs",6,"mix"
"bs_4_6_6_hum_temp_pm10_o3_no2_so2_co_with_holiday",577.452404162083,78.6190747874769,4,TRUE,"bs",6,"mix"
"bs_4_7_7_hum_temp_pm10_o3_no2_so2_co_with_holiday",577.452404162083,78.6190747874769,4,TRUE,"bs",7,"mix"
"bs_4_7_7_hum_temp_pm10_o3_no2_so2_co_with_holiday",577.452404162083,78.6190747874769,4,TRUE,"bs",7,"mix"
"ns_5_2_2_hum_temp_pm10_o3_no2_so2_co_with_holiday",577.479243971253,76.6459145966469,5,TRUE,"ns",2,"max"
"ns_5_2_2_hum_temp_pm10_o3_no2_so2_co_with_holiday",577.479243971253,76.6459145966469,5,TRUE,"ns",2,"max"
"ns_5_3_3_hum_temp_pm10_o3_no2_so2_co_with_holiday",577.479243971253,76.6459145966469,5,TRUE,"ns",3,"max"
"ns_5_3_3_hum_temp_pm10_o3_no2_so2_co_with_holiday",577.479243971253,76.6459145966469,5,TRUE,"ns",3,"max"
"ns_5_4_4_hum_temp_pm10_o3_no2_so2_co_with_holiday",577.479243971253,76.6459145966469,5,TRUE,"ns",4,"max"
"ns_5_4_4_hum_temp_pm10_o3_no2_so2_co_with_holiday",577.479243971253,76.6459145966469,5,TRUE,"ns",4,"max"
"ns_5_5_5_hum_temp_pm10_o3_no2_so2_co_with_holiday",577.479243971253,76.6459145966469,5,TRUE,"ns",5,"max"
"ns_5_5_5_hum_temp_pm10_o3_no2_so2_co_with_holiday",577.479243971253,76.6459145966469,5,TRUE,"ns",5,"max"
"ns_5_6_6_hum_temp_pm10_o3_no2_so2_co_with_holiday",577.479243971253,76.6459145966469,5,TRUE,"ns",6,"max"
"ns_5_6_6_hum_temp_pm10_o3_no2_so2_co_with_holiday",577.479243971253,76.6459145966469,5,TRUE,"ns",6,"max"
"ns_5_7_7_hum_temp_pm10_o3_no2_so2_co_with_holiday",577.479243971253,76.6459145966469,5,TRUE,"ns",7,"max"
"ns_5_7_7_hum_temp_pm10_o3_no2_so2_co_with_holiday",577.479243971253,76.6459145966469,5,TRUE,"ns",7,"max"
"bs_5_2_2_hum_temp_pm10_o3_no2_so2_co_with_holiday",577.479243971253,76.6459145966469,5,TRUE,"bs",2,"max"
"bs_5_2_2_hum_temp_pm10_o3_no2_so2_co_with_holiday",577.479243971253,76.6459145966469,5,TRUE,"bs",2,"max"
"bs_5_3_3_hum_temp_pm10_o3_no2_so2_co_with_holiday",577.479243971253,76.6459145966469,5,TRUE,"bs",3,"max"
"bs_5_3_3_hum_temp_pm10_o3_no2_so2_co_with_holiday",577.479243971253,76.6459145966469,5,TRUE,"bs",3,"max"
"bs_5_4_4_hum_temp_pm10_o3_no2_so2_co_with_holiday",577.479243971253,76.6459145966469,5,TRUE,"bs",4,"max"
"bs_5_4_4_hum_temp_pm10_o3_no2_so2_co_with_holiday",577.479243971253,76.6459145966469,5,TRUE,"bs",4,"max"
"bs_5_5_5_hum_temp_pm10_o3_no2_so2_co_with_holiday",577.479243971253,76.6459145966469,5,TRUE,"bs",5,"max"
"bs_5_5_5_hum_temp_pm10_o3_no2_so2_co_with_holiday",577.479243971253,76.6459145966469,5,TRUE,"bs",5,"max"
"bs_5_6_6_hum_temp_pm10_o3_no2_so2_co_with_holiday",577.479243971253,76.6459145966469,5,TRUE,"bs",6,"max"
"bs_5_6_6_hum_temp_pm10_o3_no2_so2_co_with_holiday",577.479243971253,76.6459145966469,5,TRUE,"bs",6,"max"
"bs_5_7_7_hum_temp_pm10_o3_no2_so2_co_with_holiday",577.479243971253,76.6459145966469,5,TRUE,"bs",7,"max"
"bs_5_7_7_hum_temp_pm10_o3_no2_so2_co_with_holiday",577.479243971253,76.6459145966469,5,TRUE,"bs",7,"max"
"ns_4_2_2_hum_temp_pm10_o3_no2_so2_co_with_holiday",577.513373057105,78.6800436824983,4,TRUE,"ns",2,"mean"
"ns_4_2_2_hum_temp_pm10_o3_no2_so2_co_with_holiday",577.513373057105,78.6800436824983,4,TRUE,"ns",2,"mean"
"ns_4_3_3_hum_temp_pm10_o3_no2_so2_co_with_holiday",577.513373057105,78.6800436824983,4,TRUE,"ns",3,"mean"
"ns_4_3_3_hum_temp_pm10_o3_no2_so2_co_with_holiday",577.513373057105,78.6800436824983,4,TRUE,"ns",3,"mean"
"ns_4_4_4_hum_temp_pm10_o3_no2_so2_co_with_holiday",577.513373057105,78.6800436824983,4,TRUE,"ns",4,"mean"
"ns_4_4_4_hum_temp_pm10_o3_no2_so2_co_with_holiday",577.513373057105,78.6800436824983,4,TRUE,"ns",4,"mean"
"ns_4_5_5_hum_temp_pm10_o3_no2_so2_co_with_holiday",577.513373057105,78.6800436824983,4,TRUE,"ns",5,"mean"
"ns_4_5_5_hum_temp_pm10_o3_no2_so2_co_with_holiday",577.513373057105,78.6800436824983,4,TRUE,"ns",5,"mean"
"ns_4_6_6_hum_temp_pm10_o3_no2_so2_co_with_holiday",577.513373057105,78.6800436824983,4,TRUE,"ns",6,"mean"
"ns_4_6_6_hum_temp_pm10_o3_no2_so2_co_with_holiday",577.513373057105,78.6800436824983,4,TRUE,"ns",6,"mean"
"ns_4_7_7_hum_temp_pm10_o3_no2_so2_co_with_holiday",577.513373057105,78.6800436824983,4,TRUE,"ns",7,"mean"
"ns_4_7_7_hum_temp_pm10_o3_no2_so2_co_with_holiday",577.513373057105,78.6800436824983,4,TRUE,"ns",7,"mean"
"bs_4_2_2_hum_temp_pm10_o3_no2_so2_co_with_holiday",577.513373057105,78.6800436824983,4,TRUE,"bs",2,"mean"
"bs_4_2_2_hum_temp_pm10_o3_no2_so2_co_with_holiday",577.513373057105,78.6800436824983,4,TRUE,"bs",2,"mean"
"bs_4_3_3_hum_temp_pm10_o3_no2_so2_co_with_holiday",577.513373057105,78.6800436824983,4,TRUE,"bs",3,"mean"
"bs_4_3_3_hum_temp_pm10_o3_no2_so2_co_with_holiday",577.513373057105,78.6800436824983,4,TRUE,"bs",3,"mean"
"bs_4_4_4_hum_temp_pm10_o3_no2_so2_co_with_holiday",577.513373057105,78.6800436824983,4,TRUE,"bs",4,"mean"
"bs_4_4_4_hum_temp_pm10_o3_no2_so2_co_with_holiday",577.513373057105,78.6800436824983,4,TRUE,"bs",4,"mean"
"bs_4_5_5_hum_temp_pm10_o3_no2_so2_co_with_holiday",577.513373057105,78.6800436824983,4,TRUE,"bs",5,"mean"
"bs_4_5_5_hum_temp_pm10_o3_no2_so2_co_with_holiday",577.513373057105,78.6800436824983,4,TRUE,"bs",5,"mean"
"bs_4_6_6_hum_temp_pm10_o3_no2_so2_co_with_holiday",577.513373057105,78.6800436824983,4,TRUE,"bs",6,"mean"
"bs_4_6_6_hum_temp_pm10_o3_no2_so2_co_with_holiday",577.513373057105,78.6800436824983,4,TRUE,"bs",6,"mean"
"bs_4_7_7_hum_temp_pm10_o3_no2_so2_co_with_holiday",577.513373057105,78.6800436824983,4,TRUE,"bs",7,"mean"
"bs_4_7_7_hum_temp_pm10_o3_no2_so2_co_with_holiday",577.513373057105,78.6800436824983,4,TRUE,"bs",7,"mean"
"ns_8_2_2_hum_temp_pm10_o3_no2_so2_with_holiday",577.543961550835,72.7106321762288,8,TRUE,"ns",2,"mean"
"ns_8_2_2_hum_temp_pm10_o3_no2_so2_with_holiday",577.543961550835,72.7106321762288,8,TRUE,"ns",2,"mean"
"ns_8_3_3_hum_temp_pm10_o3_no2_so2_with_holiday",577.543961550835,72.7106321762288,8,TRUE,"ns",3,"mean"
"ns_8_3_3_hum_temp_pm10_o3_no2_so2_with_holiday",577.543961550835,72.7106321762288,8,TRUE,"ns",3,"mean"
"ns_8_4_4_hum_temp_pm10_o3_no2_so2_with_holiday",577.543961550835,72.7106321762288,8,TRUE,"ns",4,"mean"
"ns_8_4_4_hum_temp_pm10_o3_no2_so2_with_holiday",577.543961550835,72.7106321762288,8,TRUE,"ns",4,"mean"
"ns_8_5_5_hum_temp_pm10_o3_no2_so2_with_holiday",577.543961550835,72.7106321762288,8,TRUE,"ns",5,"mean"
"ns_8_5_5_hum_temp_pm10_o3_no2_so2_with_holiday",577.543961550835,72.7106321762288,8,TRUE,"ns",5,"mean"
"ns_8_6_6_hum_temp_pm10_o3_no2_so2_with_holiday",577.543961550835,72.7106321762288,8,TRUE,"ns",6,"mean"
"ns_8_6_6_hum_temp_pm10_o3_no2_so2_with_holiday",577.543961550835,72.7106321762288,8,TRUE,"ns",6,"mean"
"ns_8_7_7_hum_temp_pm10_o3_no2_so2_with_holiday",577.543961550835,72.7106321762288,8,TRUE,"ns",7,"mean"
"ns_8_7_7_hum_temp_pm10_o3_no2_so2_with_holiday",577.543961550835,72.7106321762288,8,TRUE,"ns",7,"mean"
"bs_8_2_2_hum_temp_pm10_o3_no2_so2_with_holiday",577.543961550835,72.7106321762288,8,TRUE,"bs",2,"mean"
"bs_8_2_2_hum_temp_pm10_o3_no2_so2_with_holiday",577.543961550835,72.7106321762288,8,TRUE,"bs",2,"mean"
"bs_8_3_3_hum_temp_pm10_o3_no2_so2_with_holiday",577.543961550835,72.7106321762288,8,TRUE,"bs",3,"mean"
"bs_8_3_3_hum_temp_pm10_o3_no2_so2_with_holiday",577.543961550835,72.7106321762288,8,TRUE,"bs",3,"mean"
"bs_8_4_4_hum_temp_pm10_o3_no2_so2_with_holiday",577.543961550835,72.7106321762288,8,TRUE,"bs",4,"mean"
"bs_8_4_4_hum_temp_pm10_o3_no2_so2_with_holiday",577.543961550835,72.7106321762288,8,TRUE,"bs",4,"mean"
"bs_8_5_5_hum_temp_pm10_o3_no2_so2_with_holiday",577.543961550835,72.7106321762288,8,TRUE,"bs",5,"mean"
"bs_8_5_5_hum_temp_pm10_o3_no2_so2_with_holiday",577.543961550835,72.7106321762288,8,TRUE,"bs",5,"mean"
"bs_8_6_6_hum_temp_pm10_o3_no2_so2_with_holiday",577.543961550835,72.7106321762288,8,TRUE,"bs",6,"mean"
"bs_8_6_6_hum_temp_pm10_o3_no2_so2_with_holiday",577.543961550835,72.7106321762288,8,TRUE,"bs",6,"mean"
"bs_8_7_7_hum_temp_pm10_o3_no2_so2_with_holiday",577.543961550835,72.7106321762288,8,TRUE,"bs",7,"mean"
"bs_8_7_7_hum_temp_pm10_o3_no2_so2_with_holiday",577.543961550835,72.7106321762288,8,TRUE,"bs",7,"mean"
"ns_8_2_2_hum_temp_pm10_o3_no2_so2_co_without_holiday",577.564036977829,72.7307076032223,8,FALSE,"ns",2,"mean"
"ns_8_2_2_hum_temp_pm10_o3_no2_so2_co_without_holiday",577.564036977829,72.7307076032223,8,FALSE,"ns",2,"mean"
"ns_8_3_3_hum_temp_pm10_o3_no2_so2_co_without_holiday",577.564036977829,72.7307076032223,8,FALSE,"ns",3,"mean"
"ns_8_3_3_hum_temp_pm10_o3_no2_so2_co_without_holiday",577.564036977829,72.7307076032223,8,FALSE,"ns",3,"mean"
"ns_8_4_4_hum_temp_pm10_o3_no2_so2_co_without_holiday",577.564036977829,72.7307076032223,8,FALSE,"ns",4,"mean"
"ns_8_4_4_hum_temp_pm10_o3_no2_so2_co_without_holiday",577.564036977829,72.7307076032223,8,FALSE,"ns",4,"mean"
"ns_8_5_5_hum_temp_pm10_o3_no2_so2_co_without_holiday",577.564036977829,72.7307076032223,8,FALSE,"ns",5,"mean"
"ns_8_5_5_hum_temp_pm10_o3_no2_so2_co_without_holiday",577.564036977829,72.7307076032223,8,FALSE,"ns",5,"mean"
"ns_8_6_6_hum_temp_pm10_o3_no2_so2_co_without_holiday",577.564036977829,72.7307076032223,8,FALSE,"ns",6,"mean"
"ns_8_6_6_hum_temp_pm10_o3_no2_so2_co_without_holiday",577.564036977829,72.7307076032223,8,FALSE,"ns",6,"mean"
"ns_8_7_7_hum_temp_pm10_o3_no2_so2_co_without_holiday",577.564036977829,72.7307076032223,8,FALSE,"ns",7,"mean"
"ns_8_7_7_hum_temp_pm10_o3_no2_so2_co_without_holiday",577.564036977829,72.7307076032223,8,FALSE,"ns",7,"mean"
"bs_8_2_2_hum_temp_pm10_o3_no2_so2_co_without_holiday",577.564036977829,72.7307076032223,8,FALSE,"bs",2,"mean"
"bs_8_2_2_hum_temp_pm10_o3_no2_so2_co_without_holiday",577.564036977829,72.7307076032223,8,FALSE,"bs",2,"mean"
"bs_8_3_3_hum_temp_pm10_o3_no2_so2_co_without_holiday",577.564036977829,72.7307076032223,8,FALSE,"bs",3,"mean"
"bs_8_3_3_hum_temp_pm10_o3_no2_so2_co_without_holiday",577.564036977829,72.7307076032223,8,FALSE,"bs",3,"mean"
"bs_8_4_4_hum_temp_pm10_o3_no2_so2_co_without_holiday",577.564036977829,72.7307076032223,8,FALSE,"bs",4,"mean"
"bs_8_4_4_hum_temp_pm10_o3_no2_so2_co_without_holiday",577.564036977829,72.7307076032223,8,FALSE,"bs",4,"mean"
"bs_8_5_5_hum_temp_pm10_o3_no2_so2_co_without_holiday",577.564036977829,72.7307076032223,8,FALSE,"bs",5,"mean"
"bs_8_5_5_hum_temp_pm10_o3_no2_so2_co_without_holiday",577.564036977829,72.7307076032223,8,FALSE,"bs",5,"mean"
"bs_8_6_6_hum_temp_pm10_o3_no2_so2_co_without_holiday",577.564036977829,72.7307076032223,8,FALSE,"bs",6,"mean"
"bs_8_6_6_hum_temp_pm10_o3_no2_so2_co_without_holiday",577.564036977829,72.7307076032223,8,FALSE,"bs",6,"mean"
"bs_8_7_7_hum_temp_pm10_o3_no2_so2_co_without_holiday",577.564036977829,72.7307076032223,8,FALSE,"bs",7,"mean"
"bs_8_7_7_hum_temp_pm10_o3_no2_so2_co_without_holiday",577.564036977829,72.7307076032223,8,FALSE,"bs",7,"mean"
"ns_7_2_2_hum_temp_pm10_o3_no2_so2_with_holiday",577.792444638037,74.959115263431,7,TRUE,"ns",2,"max"
"ns_7_2_2_hum_temp_pm10_o3_no2_so2_with_holiday",577.792444638037,74.959115263431,7,TRUE,"ns",2,"max"
"ns_7_3_3_hum_temp_pm10_o3_no2_so2_with_holiday",577.792444638037,74.959115263431,7,TRUE,"ns",3,"max"
"ns_7_3_3_hum_temp_pm10_o3_no2_so2_with_holiday",577.792444638037,74.959115263431,7,TRUE,"ns",3,"max"
"ns_7_4_4_hum_temp_pm10_o3_no2_so2_with_holiday",577.792444638037,74.959115263431,7,TRUE,"ns",4,"max"
"ns_7_4_4_hum_temp_pm10_o3_no2_so2_with_holiday",577.792444638037,74.959115263431,7,TRUE,"ns",4,"max"
"ns_7_5_5_hum_temp_pm10_o3_no2_so2_with_holiday",577.792444638037,74.959115263431,7,TRUE,"ns",5,"max"
"ns_7_5_5_hum_temp_pm10_o3_no2_so2_with_holiday",577.792444638037,74.959115263431,7,TRUE,"ns",5,"max"
"ns_7_6_6_hum_temp_pm10_o3_no2_so2_with_holiday",577.792444638037,74.959115263431,7,TRUE,"ns",6,"max"
"ns_7_6_6_hum_temp_pm10_o3_no2_so2_with_holiday",577.792444638037,74.959115263431,7,TRUE,"ns",6,"max"
"ns_7_7_7_hum_temp_pm10_o3_no2_so2_with_holiday",577.792444638037,74.959115263431,7,TRUE,"ns",7,"max"
"ns_7_7_7_hum_temp_pm10_o3_no2_so2_with_holiday",577.792444638037,74.959115263431,7,TRUE,"ns",7,"max"
"bs_7_2_2_hum_temp_pm10_o3_no2_so2_with_holiday",577.792444638037,74.959115263431,7,TRUE,"bs",2,"max"
"bs_7_2_2_hum_temp_pm10_o3_no2_so2_with_holiday",577.792444638037,74.959115263431,7,TRUE,"bs",2,"max"
"bs_7_3_3_hum_temp_pm10_o3_no2_so2_with_holiday",577.792444638037,74.959115263431,7,TRUE,"bs",3,"max"
"bs_7_3_3_hum_temp_pm10_o3_no2_so2_with_holiday",577.792444638037,74.959115263431,7,TRUE,"bs",3,"max"
"bs_7_4_4_hum_temp_pm10_o3_no2_so2_with_holiday",577.792444638037,74.959115263431,7,TRUE,"bs",4,"max"
"bs_7_4_4_hum_temp_pm10_o3_no2_so2_with_holiday",577.792444638037,74.959115263431,7,TRUE,"bs",4,"max"
"bs_7_5_5_hum_temp_pm10_o3_no2_so2_with_holiday",577.792444638037,74.959115263431,7,TRUE,"bs",5,"max"
"bs_7_5_5_hum_temp_pm10_o3_no2_so2_with_holiday",577.792444638037,74.959115263431,7,TRUE,"bs",5,"max"
"bs_7_6_6_hum_temp_pm10_o3_no2_so2_with_holiday",577.792444638037,74.959115263431,7,TRUE,"bs",6,"max"
"bs_7_6_6_hum_temp_pm10_o3_no2_so2_with_holiday",577.792444638037,74.959115263431,7,TRUE,"bs",6,"max"
"bs_7_7_7_hum_temp_pm10_o3_no2_so2_with_holiday",577.792444638037,74.959115263431,7,TRUE,"bs",7,"max"
"bs_7_7_7_hum_temp_pm10_o3_no2_so2_with_holiday",577.792444638037,74.959115263431,7,TRUE,"bs",7,"max"
"ns_8_2_2_hum_temp_pm10_o3_no2_with_holiday",577.839991737912,75.0066623633057,8,TRUE,"ns",2,"max"
"ns_8_2_2_hum_temp_pm10_o3_no2_with_holiday",577.839991737912,75.0066623633057,8,TRUE,"ns",2,"max"
"ns_8_3_3_hum_temp_pm10_o3_no2_with_holiday",577.839991737912,75.0066623633057,8,TRUE,"ns",3,"max"
"ns_8_3_3_hum_temp_pm10_o3_no2_with_holiday",577.839991737912,75.0066623633057,8,TRUE,"ns",3,"max"
"ns_8_4_4_hum_temp_pm10_o3_no2_with_holiday",577.839991737912,75.0066623633057,8,TRUE,"ns",4,"max"
"ns_8_4_4_hum_temp_pm10_o3_no2_with_holiday",577.839991737912,75.0066623633057,8,TRUE,"ns",4,"max"
"ns_8_5_5_hum_temp_pm10_o3_no2_with_holiday",577.839991737912,75.0066623633057,8,TRUE,"ns",5,"max"
"ns_8_5_5_hum_temp_pm10_o3_no2_with_holiday",577.839991737912,75.0066623633057,8,TRUE,"ns",5,"max"
"ns_8_6_6_hum_temp_pm10_o3_no2_with_holiday",577.839991737912,75.0066623633057,8,TRUE,"ns",6,"max"
"ns_8_6_6_hum_temp_pm10_o3_no2_with_holiday",577.839991737912,75.0066623633057,8,TRUE,"ns",6,"max"
"ns_8_7_7_hum_temp_pm10_o3_no2_with_holiday",577.839991737912,75.0066623633057,8,TRUE,"ns",7,"max"
"ns_8_7_7_hum_temp_pm10_o3_no2_with_holiday",577.839991737912,75.0066623633057,8,TRUE,"ns",7,"max"
"bs_8_2_2_hum_temp_pm10_o3_no2_with_holiday",577.839991737912,75.0066623633057,8,TRUE,"bs",2,"max"
"bs_8_2_2_hum_temp_pm10_o3_no2_with_holiday",577.839991737912,75.0066623633057,8,TRUE,"bs",2,"max"
"bs_8_3_3_hum_temp_pm10_o3_no2_with_holiday",577.839991737912,75.0066623633057,8,TRUE,"bs",3,"max"
"bs_8_3_3_hum_temp_pm10_o3_no2_with_holiday",577.839991737912,75.0066623633057,8,TRUE,"bs",3,"max"
"bs_8_4_4_hum_temp_pm10_o3_no2_with_holiday",577.839991737912,75.0066623633057,8,TRUE,"bs",4,"max"
"bs_8_4_4_hum_temp_pm10_o3_no2_with_holiday",577.839991737912,75.0066623633057,8,TRUE,"bs",4,"max"
"bs_8_5_5_hum_temp_pm10_o3_no2_with_holiday",577.839991737912,75.0066623633057,8,TRUE,"bs",5,"max"
"bs_8_5_5_hum_temp_pm10_o3_no2_with_holiday",577.839991737912,75.0066623633057,8,TRUE,"bs",5,"max"
"bs_8_6_6_hum_temp_pm10_o3_no2_with_holiday",577.839991737912,75.0066623633057,8,TRUE,"bs",6,"max"
"bs_8_6_6_hum_temp_pm10_o3_no2_with_holiday",577.839991737912,75.0066623633057,8,TRUE,"bs",6,"max"
"bs_8_7_7_hum_temp_pm10_o3_no2_with_holiday",577.839991737912,75.0066623633057,8,TRUE,"bs",7,"max"
"bs_8_7_7_hum_temp_pm10_o3_no2_with_holiday",577.839991737912,75.0066623633057,8,TRUE,"bs",7,"max"
"ns_7_2_2_hum_temp_pm10_o3_no2_so2_co_without_holiday",577.899020574837,75.0656912002301,7,FALSE,"ns",2,"max"
"ns_7_2_2_hum_temp_pm10_o3_no2_so2_co_without_holiday",577.899020574837,75.0656912002301,7,FALSE,"ns",2,"max"
"ns_7_3_3_hum_temp_pm10_o3_no2_so2_co_without_holiday",577.899020574837,75.0656912002301,7,FALSE,"ns",3,"max"
"ns_7_3_3_hum_temp_pm10_o3_no2_so2_co_without_holiday",577.899020574837,75.0656912002301,7,FALSE,"ns",3,"max"
"ns_7_4_4_hum_temp_pm10_o3_no2_so2_co_without_holiday",577.899020574837,75.0656912002301,7,FALSE,"ns",4,"max"
"ns_7_4_4_hum_temp_pm10_o3_no2_so2_co_without_holiday",577.899020574837,75.0656912002301,7,FALSE,"ns",4,"max"
"ns_7_5_5_hum_temp_pm10_o3_no2_so2_co_without_holiday",577.899020574837,75.0656912002301,7,FALSE,"ns",5,"max"
"ns_7_5_5_hum_temp_pm10_o3_no2_so2_co_without_holiday",577.899020574837,75.0656912002301,7,FALSE,"ns",5,"max"
"ns_7_6_6_hum_temp_pm10_o3_no2_so2_co_without_holiday",577.899020574837,75.0656912002301,7,FALSE,"ns",6,"max"
"ns_7_6_6_hum_temp_pm10_o3_no2_so2_co_without_holiday",577.899020574837,75.0656912002301,7,FALSE,"ns",6,"max"
"ns_7_7_7_hum_temp_pm10_o3_no2_so2_co_without_holiday",577.899020574837,75.0656912002301,7,FALSE,"ns",7,"max"
"ns_7_7_7_hum_temp_pm10_o3_no2_so2_co_without_holiday",577.899020574837,75.0656912002301,7,FALSE,"ns",7,"max"
"bs_7_2_2_hum_temp_pm10_o3_no2_so2_co_without_holiday",577.899020574837,75.0656912002301,7,FALSE,"bs",2,"max"
"bs_7_2_2_hum_temp_pm10_o3_no2_so2_co_without_holiday",577.899020574837,75.0656912002301,7,FALSE,"bs",2,"max"
"bs_7_3_3_hum_temp_pm10_o3_no2_so2_co_without_holiday",577.899020574837,75.0656912002301,7,FALSE,"bs",3,"max"
"bs_7_3_3_hum_temp_pm10_o3_no2_so2_co_without_holiday",577.899020574837,75.0656912002301,7,FALSE,"bs",3,"max"
"bs_7_4_4_hum_temp_pm10_o3_no2_so2_co_without_holiday",577.899020574837,75.0656912002301,7,FALSE,"bs",4,"max"
"bs_7_4_4_hum_temp_pm10_o3_no2_so2_co_without_holiday",577.899020574837,75.0656912002301,7,FALSE,"bs",4,"max"
"bs_7_5_5_hum_temp_pm10_o3_no2_so2_co_without_holiday",577.899020574837,75.0656912002301,7,FALSE,"bs",5,"max"
"bs_7_5_5_hum_temp_pm10_o3_no2_so2_co_without_holiday",577.899020574837,75.0656912002301,7,FALSE,"bs",5,"max"
"bs_7_6_6_hum_temp_pm10_o3_no2_so2_co_without_holiday",577.899020574837,75.0656912002301,7,FALSE,"bs",6,"max"
"bs_7_6_6_hum_temp_pm10_o3_no2_so2_co_without_holiday",577.899020574837,75.0656912002301,7,FALSE,"bs",6,"max"
"bs_7_7_7_hum_temp_pm10_o3_no2_so2_co_without_holiday",577.899020574837,75.0656912002301,7,FALSE,"bs",7,"max"
"bs_7_7_7_hum_temp_pm10_o3_no2_so2_co_without_holiday",577.899020574837,75.0656912002301,7,FALSE,"bs",7,"max"
"ns_7_2_2_hum_temp_pm10_o3_no2_so2_co_with_holiday",577.925597699499,73.0922683248922,7,TRUE,"ns",2,"mix"
"ns_7_2_2_hum_temp_pm10_o3_no2_so2_co_with_holiday",577.925597699499,73.0922683248922,7,TRUE,"ns",2,"mix"
"ns_7_3_3_hum_temp_pm10_o3_no2_so2_co_with_holiday",577.925597699499,73.0922683248922,7,TRUE,"ns",3,"mix"
"ns_7_3_3_hum_temp_pm10_o3_no2_so2_co_with_holiday",577.925597699499,73.0922683248922,7,TRUE,"ns",3,"mix"
"ns_7_4_4_hum_temp_pm10_o3_no2_so2_co_with_holiday",577.925597699499,73.0922683248922,7,TRUE,"ns",4,"mix"
"ns_7_4_4_hum_temp_pm10_o3_no2_so2_co_with_holiday",577.925597699499,73.0922683248922,7,TRUE,"ns",4,"mix"
"ns_7_5_5_hum_temp_pm10_o3_no2_so2_co_with_holiday",577.925597699499,73.0922683248922,7,TRUE,"ns",5,"mix"
"ns_7_5_5_hum_temp_pm10_o3_no2_so2_co_with_holiday",577.925597699499,73.0922683248922,7,TRUE,"ns",5,"mix"
"ns_7_6_6_hum_temp_pm10_o3_no2_so2_co_with_holiday",577.925597699499,73.0922683248922,7,TRUE,"ns",6,"mix"
"ns_7_6_6_hum_temp_pm10_o3_no2_so2_co_with_holiday",577.925597699499,73.0922683248922,7,TRUE,"ns",6,"mix"
"ns_7_7_7_hum_temp_pm10_o3_no2_so2_co_with_holiday",577.925597699499,73.0922683248922,7,TRUE,"ns",7,"mix"
"ns_7_7_7_hum_temp_pm10_o3_no2_so2_co_with_holiday",577.925597699499,73.0922683248922,7,TRUE,"ns",7,"mix"
"bs_7_2_2_hum_temp_pm10_o3_no2_so2_co_with_holiday",577.925597699499,73.0922683248922,7,TRUE,"bs",2,"mix"
"bs_7_2_2_hum_temp_pm10_o3_no2_so2_co_with_holiday",577.925597699499,73.0922683248922,7,TRUE,"bs",2,"mix"
"bs_7_3_3_hum_temp_pm10_o3_no2_so2_co_with_holiday",577.925597699499,73.0922683248922,7,TRUE,"bs",3,"mix"
"bs_7_3_3_hum_temp_pm10_o3_no2_so2_co_with_holiday",577.925597699499,73.0922683248922,7,TRUE,"bs",3,"mix"
"bs_7_4_4_hum_temp_pm10_o3_no2_so2_co_with_holiday",577.925597699499,73.0922683248922,7,TRUE,"bs",4,"mix"
"bs_7_4_4_hum_temp_pm10_o3_no2_so2_co_with_holiday",577.925597699499,73.0922683248922,7,TRUE,"bs",4,"mix"
"bs_7_5_5_hum_temp_pm10_o3_no2_so2_co_with_holiday",577.925597699499,73.0922683248922,7,TRUE,"bs",5,"mix"
"bs_7_5_5_hum_temp_pm10_o3_no2_so2_co_with_holiday",577.925597699499,73.0922683248922,7,TRUE,"bs",5,"mix"
"bs_7_6_6_hum_temp_pm10_o3_no2_so2_co_with_holiday",577.925597699499,73.0922683248922,7,TRUE,"bs",6,"mix"
"bs_7_6_6_hum_temp_pm10_o3_no2_so2_co_with_holiday",577.925597699499,73.0922683248922,7,TRUE,"bs",6,"mix"
