"model","aic","deviance","year_df","has_holiday","spline_fun","df","data_split"
"bs_6_6_6_hum_temp_no2_with_holiday",569.407968056827,74.5746386822202,6,TRUE,"bs",6,"mean"
"bs_6_6_6_hum_temp_no2_with_holiday",569.407968056827,74.5746386822202,6,TRUE,"bs",6,"mean"
"bs_6_7_7_hum_temp_no2_with_holiday",569.407968056827,74.5746386822202,6,TRUE,"bs",7,"mean"
"bs_6_7_7_hum_temp_no2_with_holiday",569.407968056827,74.5746386822202,6,TRUE,"bs",7,"mean"
"ns_7_2_2_hum_temp_no2_without_holiday",569.409576959495,74.5762475848887,7,FALSE,"ns",2,"min"
"ns_7_2_2_hum_temp_no2_without_holiday",569.409576959495,74.5762475848887,7,FALSE,"ns",2,"min"
"ns_7_3_3_hum_temp_no2_without_holiday",569.409576959495,74.5762475848887,7,FALSE,"ns",3,"min"
"ns_7_3_3_hum_temp_no2_without_holiday",569.409576959495,74.5762475848887,7,FALSE,"ns",3,"min"
"ns_7_4_4_hum_temp_no2_without_holiday",569.409576959495,74.5762475848887,7,FALSE,"ns",4,"min"
"ns_7_4_4_hum_temp_no2_without_holiday",569.409576959495,74.5762475848887,7,FALSE,"ns",4,"min"
"ns_7_5_5_hum_temp_no2_without_holiday",569.409576959495,74.5762475848887,7,FALSE,"ns",5,"min"
"ns_7_5_5_hum_temp_no2_without_holiday",569.409576959495,74.5762475848887,7,FALSE,"ns",5,"min"
"ns_7_6_6_hum_temp_no2_without_holiday",569.409576959495,74.5762475848887,7,FALSE,"ns",6,"min"
"ns_7_6_6_hum_temp_no2_without_holiday",569.409576959495,74.5762475848887,7,FALSE,"ns",6,"min"
"ns_7_7_7_hum_temp_no2_without_holiday",569.409576959495,74.5762475848887,7,FALSE,"ns",7,"min"
"ns_7_7_7_hum_temp_no2_without_holiday",569.409576959495,74.5762475848887,7,FALSE,"ns",7,"min"
"bs_7_2_2_hum_temp_no2_without_holiday",569.409576959495,74.5762475848887,7,FALSE,"bs",2,"min"
"bs_7_2_2_hum_temp_no2_without_holiday",569.409576959495,74.5762475848887,7,FALSE,"bs",2,"min"
"bs_7_3_3_hum_temp_no2_without_holiday",569.409576959495,74.5762475848887,7,FALSE,"bs",3,"min"
"bs_7_3_3_hum_temp_no2_without_holiday",569.409576959495,74.5762475848887,7,FALSE,"bs",3,"min"
"bs_7_4_4_hum_temp_no2_without_holiday",569.409576959495,74.5762475848887,7,FALSE,"bs",4,"min"
"bs_7_4_4_hum_temp_no2_without_holiday",569.409576959495,74.5762475848887,7,FALSE,"bs",4,"min"
"bs_7_5_5_hum_temp_no2_without_holiday",569.409576959495,74.5762475848887,7,FALSE,"bs",5,"min"
"bs_7_5_5_hum_temp_no2_without_holiday",569.409576959495,74.5762475848887,7,FALSE,"bs",5,"min"
"bs_7_6_6_hum_temp_no2_without_holiday",569.409576959495,74.5762475848887,7,FALSE,"bs",6,"min"
"bs_7_6_6_hum_temp_no2_without_holiday",569.409576959495,74.5762475848887,7,FALSE,"bs",6,"min"
"bs_7_7_7_hum_temp_no2_without_holiday",569.409576959495,74.5762475848887,7,FALSE,"bs",7,"min"
"bs_7_7_7_hum_temp_no2_without_holiday",569.409576959495,74.5762475848887,7,FALSE,"bs",7,"min"
"ns_6_2_2_hum_temp_pm10_no2_without_holiday",569.471767823482,74.6384384488754,6,FALSE,"ns",2,"mean"
"ns_6_2_2_hum_temp_pm10_no2_without_holiday",569.471767823482,74.6384384488754,6,FALSE,"ns",2,"mean"
"ns_6_3_3_hum_temp_pm10_no2_without_holiday",569.471767823482,74.6384384488754,6,FALSE,"ns",3,"mean"
"ns_6_3_3_hum_temp_pm10_no2_without_holiday",569.471767823482,74.6384384488754,6,FALSE,"ns",3,"mean"
"ns_6_4_4_hum_temp_pm10_no2_without_holiday",569.471767823482,74.6384384488754,6,FALSE,"ns",4,"mean"
"ns_6_4_4_hum_temp_pm10_no2_without_holiday",569.471767823482,74.6384384488754,6,FALSE,"ns",4,"mean"
"ns_6_5_5_hum_temp_pm10_no2_without_holiday",569.471767823482,74.6384384488754,6,FALSE,"ns",5,"mean"
"ns_6_5_5_hum_temp_pm10_no2_without_holiday",569.471767823482,74.6384384488754,6,FALSE,"ns",5,"mean"
"ns_6_6_6_hum_temp_pm10_no2_without_holiday",569.471767823482,74.6384384488754,6,FALSE,"ns",6,"mean"
"ns_6_6_6_hum_temp_pm10_no2_without_holiday",569.471767823482,74.6384384488754,6,FALSE,"ns",6,"mean"
"ns_6_7_7_hum_temp_pm10_no2_without_holiday",569.471767823482,74.6384384488754,6,FALSE,"ns",7,"mean"
"ns_6_7_7_hum_temp_pm10_no2_without_holiday",569.471767823482,74.6384384488754,6,FALSE,"ns",7,"mean"
"bs_6_2_2_hum_temp_pm10_no2_without_holiday",569.471767823482,74.6384384488754,6,FALSE,"bs",2,"mean"
"bs_6_2_2_hum_temp_pm10_no2_without_holiday",569.471767823482,74.6384384488754,6,FALSE,"bs",2,"mean"
"bs_6_3_3_hum_temp_pm10_no2_without_holiday",569.471767823482,74.6384384488754,6,FALSE,"bs",3,"mean"
"bs_6_3_3_hum_temp_pm10_no2_without_holiday",569.471767823482,74.6384384488754,6,FALSE,"bs",3,"mean"
"bs_6_4_4_hum_temp_pm10_no2_without_holiday",569.471767823482,74.6384384488754,6,FALSE,"bs",4,"mean"
"bs_6_4_4_hum_temp_pm10_no2_without_holiday",569.471767823482,74.6384384488754,6,FALSE,"bs",4,"mean"
"bs_6_5_5_hum_temp_pm10_no2_without_holiday",569.471767823482,74.6384384488754,6,FALSE,"bs",5,"mean"
"bs_6_5_5_hum_temp_pm10_no2_without_holiday",569.471767823482,74.6384384488754,6,FALSE,"bs",5,"mean"
"bs_6_6_6_hum_temp_pm10_no2_without_holiday",569.471767823482,74.6384384488754,6,FALSE,"bs",6,"mean"
"bs_6_6_6_hum_temp_pm10_no2_without_holiday",569.471767823482,74.6384384488754,6,FALSE,"bs",6,"mean"
"bs_6_7_7_hum_temp_pm10_no2_without_holiday",569.471767823482,74.6384384488754,6,FALSE,"bs",7,"mean"
"bs_6_7_7_hum_temp_pm10_no2_without_holiday",569.471767823482,74.6384384488754,6,FALSE,"bs",7,"mean"
"ns_6_2_2_hum_temp_pm10_without_holiday",569.473374418539,76.6400450439327,6,FALSE,"ns",2,"mix"
"ns_6_2_2_hum_temp_pm10_without_holiday",569.473374418539,76.6400450439327,6,FALSE,"ns",2,"mix"
"ns_6_3_3_hum_temp_pm10_without_holiday",569.473374418539,76.6400450439327,6,FALSE,"ns",3,"mix"
"ns_6_3_3_hum_temp_pm10_without_holiday",569.473374418539,76.6400450439327,6,FALSE,"ns",3,"mix"
"ns_6_4_4_hum_temp_pm10_without_holiday",569.473374418539,76.6400450439327,6,FALSE,"ns",4,"mix"
"ns_6_4_4_hum_temp_pm10_without_holiday",569.473374418539,76.6400450439327,6,FALSE,"ns",4,"mix"
"ns_6_5_5_hum_temp_pm10_without_holiday",569.473374418539,76.6400450439327,6,FALSE,"ns",5,"mix"
"ns_6_5_5_hum_temp_pm10_without_holiday",569.473374418539,76.6400450439327,6,FALSE,"ns",5,"mix"
"ns_6_6_6_hum_temp_pm10_without_holiday",569.473374418539,76.6400450439327,6,FALSE,"ns",6,"mix"
"ns_6_6_6_hum_temp_pm10_without_holiday",569.473374418539,76.6400450439327,6,FALSE,"ns",6,"mix"
"ns_6_7_7_hum_temp_pm10_without_holiday",569.473374418539,76.6400450439327,6,FALSE,"ns",7,"mix"
"ns_6_7_7_hum_temp_pm10_without_holiday",569.473374418539,76.6400450439327,6,FALSE,"ns",7,"mix"
"bs_6_2_2_hum_temp_pm10_without_holiday",569.473374418539,76.6400450439327,6,FALSE,"bs",2,"mix"
"bs_6_2_2_hum_temp_pm10_without_holiday",569.473374418539,76.6400450439327,6,FALSE,"bs",2,"mix"
"bs_6_3_3_hum_temp_pm10_without_holiday",569.473374418539,76.6400450439327,6,FALSE,"bs",3,"mix"
"bs_6_3_3_hum_temp_pm10_without_holiday",569.473374418539,76.6400450439327,6,FALSE,"bs",3,"mix"
"bs_6_4_4_hum_temp_pm10_without_holiday",569.473374418539,76.6400450439327,6,FALSE,"bs",4,"mix"
"bs_6_4_4_hum_temp_pm10_without_holiday",569.473374418539,76.6400450439327,6,FALSE,"bs",4,"mix"
"bs_6_5_5_hum_temp_pm10_without_holiday",569.473374418539,76.6400450439327,6,FALSE,"bs",5,"mix"
"bs_6_5_5_hum_temp_pm10_without_holiday",569.473374418539,76.6400450439327,6,FALSE,"bs",5,"mix"
"bs_6_6_6_hum_temp_pm10_without_holiday",569.473374418539,76.6400450439327,6,FALSE,"bs",6,"mix"
"bs_6_6_6_hum_temp_pm10_without_holiday",569.473374418539,76.6400450439327,6,FALSE,"bs",6,"mix"
"bs_6_7_7_hum_temp_pm10_without_holiday",569.473374418539,76.6400450439327,6,FALSE,"bs",7,"mix"
"bs_6_7_7_hum_temp_pm10_without_holiday",569.473374418539,76.6400450439327,6,FALSE,"bs",7,"mix"
"ns_2_2_2_hum_temp_so2_no2_with_holiday",569.481346439787,80.6480170651808,2,TRUE,"ns",2,"mean"
"ns_2_2_2_hum_temp_so2_no2_with_holiday",569.481346439787,80.6480170651808,2,TRUE,"ns",2,"mean"
"ns_2_3_3_hum_temp_so2_no2_with_holiday",569.481346439787,80.6480170651808,2,TRUE,"ns",3,"mean"
"ns_2_3_3_hum_temp_so2_no2_with_holiday",569.481346439787,80.6480170651808,2,TRUE,"ns",3,"mean"
"ns_2_4_4_hum_temp_so2_no2_with_holiday",569.481346439787,80.6480170651808,2,TRUE,"ns",4,"mean"
"ns_2_4_4_hum_temp_so2_no2_with_holiday",569.481346439787,80.6480170651808,2,TRUE,"ns",4,"mean"
"ns_2_5_5_hum_temp_so2_no2_with_holiday",569.481346439787,80.6480170651808,2,TRUE,"ns",5,"mean"
"ns_2_5_5_hum_temp_so2_no2_with_holiday",569.481346439787,80.6480170651808,2,TRUE,"ns",5,"mean"
"ns_2_6_6_hum_temp_so2_no2_with_holiday",569.481346439787,80.6480170651808,2,TRUE,"ns",6,"mean"
"ns_2_6_6_hum_temp_so2_no2_with_holiday",569.481346439787,80.6480170651808,2,TRUE,"ns",6,"mean"
"ns_2_7_7_hum_temp_so2_no2_with_holiday",569.481346439787,80.6480170651808,2,TRUE,"ns",7,"mean"
"ns_2_7_7_hum_temp_so2_no2_with_holiday",569.481346439787,80.6480170651808,2,TRUE,"ns",7,"mean"
"bs_2_2_2_hum_temp_so2_no2_with_holiday",569.481346439787,80.6480170651808,2,TRUE,"bs",2,"mean"
"bs_2_2_2_hum_temp_so2_no2_with_holiday",569.481346439787,80.6480170651808,2,TRUE,"bs",2,"mean"
"bs_2_3_3_hum_temp_so2_no2_with_holiday",569.481346439787,80.6480170651808,2,TRUE,"bs",3,"mean"
"bs_2_3_3_hum_temp_so2_no2_with_holiday",569.481346439787,80.6480170651808,2,TRUE,"bs",3,"mean"
"bs_2_4_4_hum_temp_so2_no2_with_holiday",569.481346439787,80.6480170651808,2,TRUE,"bs",4,"mean"
"bs_2_4_4_hum_temp_so2_no2_with_holiday",569.481346439787,80.6480170651808,2,TRUE,"bs",4,"mean"
"bs_2_5_5_hum_temp_so2_no2_with_holiday",569.481346439787,80.6480170651808,2,TRUE,"bs",5,"mean"
"bs_2_5_5_hum_temp_so2_no2_with_holiday",569.481346439787,80.6480170651808,2,TRUE,"bs",5,"mean"
"bs_2_6_6_hum_temp_so2_no2_with_holiday",569.481346439787,80.6480170651808,2,TRUE,"bs",6,"mean"
"bs_2_6_6_hum_temp_so2_no2_with_holiday",569.481346439787,80.6480170651808,2,TRUE,"bs",6,"mean"
"bs_2_7_7_hum_temp_so2_no2_with_holiday",569.481346439787,80.6480170651808,2,TRUE,"bs",7,"mean"
"bs_2_7_7_hum_temp_so2_no2_with_holiday",569.481346439787,80.6480170651808,2,TRUE,"bs",7,"mean"
"ns_2_2_2_pm10_without_holiday",569.482016285756,88.6486869111499,2,FALSE,"ns",2,"max"
"ns_2_2_2_pm10_without_holiday",569.482016285756,88.6486869111499,2,FALSE,"ns",2,"max"
"ns_2_3_3_pm10_without_holiday",569.482016285756,88.6486869111499,2,FALSE,"ns",3,"max"
"ns_2_3_3_pm10_without_holiday",569.482016285756,88.6486869111499,2,FALSE,"ns",3,"max"
"ns_2_4_4_pm10_without_holiday",569.482016285756,88.6486869111499,2,FALSE,"ns",4,"max"
"ns_2_4_4_pm10_without_holiday",569.482016285756,88.6486869111499,2,FALSE,"ns",4,"max"
"ns_2_5_5_pm10_without_holiday",569.482016285756,88.6486869111499,2,FALSE,"ns",5,"max"
"ns_2_5_5_pm10_without_holiday",569.482016285756,88.6486869111499,2,FALSE,"ns",5,"max"
"ns_2_6_6_pm10_without_holiday",569.482016285756,88.6486869111499,2,FALSE,"ns",6,"max"
"ns_2_6_6_pm10_without_holiday",569.482016285756,88.6486869111499,2,FALSE,"ns",6,"max"
"ns_2_7_7_pm10_without_holiday",569.482016285756,88.6486869111499,2,FALSE,"ns",7,"max"
"ns_2_7_7_pm10_without_holiday",569.482016285756,88.6486869111499,2,FALSE,"ns",7,"max"
"bs_2_2_2_pm10_without_holiday",569.482016285756,88.6486869111499,2,FALSE,"bs",2,"max"
"bs_2_2_2_pm10_without_holiday",569.482016285756,88.6486869111499,2,FALSE,"bs",2,"max"
"bs_2_3_3_pm10_without_holiday",569.482016285756,88.6486869111499,2,FALSE,"bs",3,"max"
"bs_2_3_3_pm10_without_holiday",569.482016285756,88.6486869111499,2,FALSE,"bs",3,"max"
"bs_2_4_4_pm10_without_holiday",569.482016285756,88.6486869111499,2,FALSE,"bs",4,"max"
"bs_2_4_4_pm10_without_holiday",569.482016285756,88.6486869111499,2,FALSE,"bs",4,"max"
"bs_2_5_5_pm10_without_holiday",569.482016285756,88.6486869111499,2,FALSE,"bs",5,"max"
"bs_2_5_5_pm10_without_holiday",569.482016285756,88.6486869111499,2,FALSE,"bs",5,"max"
"bs_2_6_6_pm10_without_holiday",569.482016285756,88.6486869111499,2,FALSE,"bs",6,"max"
"bs_2_6_6_pm10_without_holiday",569.482016285756,88.6486869111499,2,FALSE,"bs",6,"max"
"bs_2_7_7_pm10_without_holiday",569.482016285756,88.6486869111499,2,FALSE,"bs",7,"max"
"bs_2_7_7_pm10_without_holiday",569.482016285756,88.6486869111499,2,FALSE,"bs",7,"max"
"ns_4_2_2_hum_temp_no2_without_holiday",569.525303860464,80.6919744858576,4,FALSE,"ns",2,"max"
"ns_4_2_2_hum_temp_no2_without_holiday",569.525303860464,80.6919744858576,4,FALSE,"ns",2,"max"
"ns_4_3_3_hum_temp_no2_without_holiday",569.525303860464,80.6919744858576,4,FALSE,"ns",3,"max"
"ns_4_3_3_hum_temp_no2_without_holiday",569.525303860464,80.6919744858576,4,FALSE,"ns",3,"max"
"ns_4_4_4_hum_temp_no2_without_holiday",569.525303860464,80.6919744858576,4,FALSE,"ns",4,"max"
"ns_4_4_4_hum_temp_no2_without_holiday",569.525303860464,80.6919744858576,4,FALSE,"ns",4,"max"
"ns_4_5_5_hum_temp_no2_without_holiday",569.525303860464,80.6919744858576,4,FALSE,"ns",5,"max"
"ns_4_5_5_hum_temp_no2_without_holiday",569.525303860464,80.6919744858576,4,FALSE,"ns",5,"max"
"ns_4_6_6_hum_temp_no2_without_holiday",569.525303860464,80.6919744858576,4,FALSE,"ns",6,"max"
"ns_4_6_6_hum_temp_no2_without_holiday",569.525303860464,80.6919744858576,4,FALSE,"ns",6,"max"
"ns_4_7_7_hum_temp_no2_without_holiday",569.525303860464,80.6919744858576,4,FALSE,"ns",7,"max"
"ns_4_7_7_hum_temp_no2_without_holiday",569.525303860464,80.6919744858576,4,FALSE,"ns",7,"max"
"bs_4_2_2_hum_temp_no2_without_holiday",569.525303860464,80.6919744858576,4,FALSE,"bs",2,"max"
"bs_4_2_2_hum_temp_no2_without_holiday",569.525303860464,80.6919744858576,4,FALSE,"bs",2,"max"
"bs_4_3_3_hum_temp_no2_without_holiday",569.525303860464,80.6919744858576,4,FALSE,"bs",3,"max"
"bs_4_3_3_hum_temp_no2_without_holiday",569.525303860464,80.6919744858576,4,FALSE,"bs",3,"max"
"bs_4_4_4_hum_temp_no2_without_holiday",569.525303860464,80.6919744858576,4,FALSE,"bs",4,"max"
"bs_4_4_4_hum_temp_no2_without_holiday",569.525303860464,80.6919744858576,4,FALSE,"bs",4,"max"
"bs_4_5_5_hum_temp_no2_without_holiday",569.525303860464,80.6919744858576,4,FALSE,"bs",5,"max"
"bs_4_5_5_hum_temp_no2_without_holiday",569.525303860464,80.6919744858576,4,FALSE,"bs",5,"max"
"bs_4_6_6_hum_temp_no2_without_holiday",569.525303860464,80.6919744858576,4,FALSE,"bs",6,"max"
"bs_4_6_6_hum_temp_no2_without_holiday",569.525303860464,80.6919744858576,4,FALSE,"bs",6,"max"
"bs_4_7_7_hum_temp_no2_without_holiday",569.525303860464,80.6919744858576,4,FALSE,"bs",7,"max"
"bs_4_7_7_hum_temp_no2_without_holiday",569.525303860464,80.6919744858576,4,FALSE,"bs",7,"max"
"ns_3_2_2_hum_temp_so2_no2_without_holiday",569.547209189473,80.7138798148664,3,FALSE,"ns",2,"mix"
"ns_3_2_2_hum_temp_so2_no2_without_holiday",569.547209189473,80.7138798148664,3,FALSE,"ns",2,"mix"
"ns_3_3_3_hum_temp_so2_no2_without_holiday",569.547209189473,80.7138798148664,3,FALSE,"ns",3,"mix"
"ns_3_3_3_hum_temp_so2_no2_without_holiday",569.547209189473,80.7138798148664,3,FALSE,"ns",3,"mix"
"ns_3_4_4_hum_temp_so2_no2_without_holiday",569.547209189473,80.7138798148664,3,FALSE,"ns",4,"mix"
"ns_3_4_4_hum_temp_so2_no2_without_holiday",569.547209189473,80.7138798148664,3,FALSE,"ns",4,"mix"
"ns_3_5_5_hum_temp_so2_no2_without_holiday",569.547209189473,80.7138798148664,3,FALSE,"ns",5,"mix"
"ns_3_5_5_hum_temp_so2_no2_without_holiday",569.547209189473,80.7138798148664,3,FALSE,"ns",5,"mix"
"ns_3_6_6_hum_temp_so2_no2_without_holiday",569.547209189473,80.7138798148664,3,FALSE,"ns",6,"mix"
"ns_3_6_6_hum_temp_so2_no2_without_holiday",569.547209189473,80.7138798148664,3,FALSE,"ns",6,"mix"
"ns_3_7_7_hum_temp_so2_no2_without_holiday",569.547209189473,80.7138798148664,3,FALSE,"ns",7,"mix"
"ns_3_7_7_hum_temp_so2_no2_without_holiday",569.547209189473,80.7138798148664,3,FALSE,"ns",7,"mix"
"bs_3_2_2_hum_temp_so2_no2_without_holiday",569.547209189473,80.7138798148664,3,FALSE,"bs",2,"mix"
"bs_3_2_2_hum_temp_so2_no2_without_holiday",569.547209189473,80.7138798148664,3,FALSE,"bs",2,"mix"
"bs_3_3_3_hum_temp_so2_no2_without_holiday",569.547209189473,80.7138798148664,3,FALSE,"bs",3,"mix"
"bs_3_3_3_hum_temp_so2_no2_without_holiday",569.547209189473,80.7138798148664,3,FALSE,"bs",3,"mix"
"bs_3_4_4_hum_temp_so2_no2_without_holiday",569.547209189473,80.7138798148664,3,FALSE,"bs",4,"mix"
"bs_3_4_4_hum_temp_so2_no2_without_holiday",569.547209189473,80.7138798148664,3,FALSE,"bs",4,"mix"
"bs_3_5_5_hum_temp_so2_no2_without_holiday",569.547209189473,80.7138798148664,3,FALSE,"bs",5,"mix"
"bs_3_5_5_hum_temp_so2_no2_without_holiday",569.547209189473,80.7138798148664,3,FALSE,"bs",5,"mix"
"bs_3_6_6_hum_temp_so2_no2_without_holiday",569.547209189473,80.7138798148664,3,FALSE,"bs",6,"mix"
"bs_3_6_6_hum_temp_so2_no2_without_holiday",569.547209189473,80.7138798148664,3,FALSE,"bs",6,"mix"
"bs_3_7_7_hum_temp_so2_no2_without_holiday",569.547209189473,80.7138798148664,3,FALSE,"bs",7,"mix"
"bs_3_7_7_hum_temp_so2_no2_without_holiday",569.547209189473,80.7138798148664,3,FALSE,"bs",7,"mix"
"ns_6_2_2_hum_temp_pm10_no2_without_holiday",569.572840727739,74.7395113531323,6,FALSE,"ns",2,"mix"
"ns_6_2_2_hum_temp_pm10_no2_without_holiday",569.572840727739,74.7395113531323,6,FALSE,"ns",2,"mix"
"ns_6_3_3_hum_temp_pm10_no2_without_holiday",569.572840727739,74.7395113531323,6,FALSE,"ns",3,"mix"
"ns_6_3_3_hum_temp_pm10_no2_without_holiday",569.572840727739,74.7395113531323,6,FALSE,"ns",3,"mix"
"ns_6_4_4_hum_temp_pm10_no2_without_holiday",569.572840727739,74.7395113531323,6,FALSE,"ns",4,"mix"
"ns_6_4_4_hum_temp_pm10_no2_without_holiday",569.572840727739,74.7395113531323,6,FALSE,"ns",4,"mix"
"ns_6_5_5_hum_temp_pm10_no2_without_holiday",569.572840727739,74.7395113531323,6,FALSE,"ns",5,"mix"
"ns_6_5_5_hum_temp_pm10_no2_without_holiday",569.572840727739,74.7395113531323,6,FALSE,"ns",5,"mix"
"ns_6_6_6_hum_temp_pm10_no2_without_holiday",569.572840727739,74.7395113531323,6,FALSE,"ns",6,"mix"
"ns_6_6_6_hum_temp_pm10_no2_without_holiday",569.572840727739,74.7395113531323,6,FALSE,"ns",6,"mix"
"ns_6_7_7_hum_temp_pm10_no2_without_holiday",569.572840727739,74.7395113531323,6,FALSE,"ns",7,"mix"
"ns_6_7_7_hum_temp_pm10_no2_without_holiday",569.572840727739,74.7395113531323,6,FALSE,"ns",7,"mix"
"bs_6_2_2_hum_temp_pm10_no2_without_holiday",569.572840727739,74.7395113531323,6,FALSE,"bs",2,"mix"
"bs_6_2_2_hum_temp_pm10_no2_without_holiday",569.572840727739,74.7395113531323,6,FALSE,"bs",2,"mix"
"bs_6_3_3_hum_temp_pm10_no2_without_holiday",569.572840727739,74.7395113531323,6,FALSE,"bs",3,"mix"
"bs_6_3_3_hum_temp_pm10_no2_without_holiday",569.572840727739,74.7395113531323,6,FALSE,"bs",3,"mix"
"bs_6_4_4_hum_temp_pm10_no2_without_holiday",569.572840727739,74.7395113531323,6,FALSE,"bs",4,"mix"
"bs_6_4_4_hum_temp_pm10_no2_without_holiday",569.572840727739,74.7395113531323,6,FALSE,"bs",4,"mix"
"bs_6_5_5_hum_temp_pm10_no2_without_holiday",569.572840727739,74.7395113531323,6,FALSE,"bs",5,"mix"
"bs_6_5_5_hum_temp_pm10_no2_without_holiday",569.572840727739,74.7395113531323,6,FALSE,"bs",5,"mix"
"bs_6_6_6_hum_temp_pm10_no2_without_holiday",569.572840727739,74.7395113531323,6,FALSE,"bs",6,"mix"
"bs_6_6_6_hum_temp_pm10_no2_without_holiday",569.572840727739,74.7395113531323,6,FALSE,"bs",6,"mix"
"bs_6_7_7_hum_temp_pm10_no2_without_holiday",569.572840727739,74.7395113531323,6,FALSE,"bs",7,"mix"
"bs_6_7_7_hum_temp_pm10_no2_without_holiday",569.572840727739,74.7395113531323,6,FALSE,"bs",7,"mix"
"ns_2_2_2_pm10_without_holiday",569.588293097588,88.7549637229819,2,FALSE,"ns",2,"mean"
"ns_2_2_2_pm10_without_holiday",569.588293097588,88.7549637229819,2,FALSE,"ns",2,"mean"
"ns_2_3_3_pm10_without_holiday",569.588293097588,88.7549637229819,2,FALSE,"ns",3,"mean"
"ns_2_3_3_pm10_without_holiday",569.588293097588,88.7549637229819,2,FALSE,"ns",3,"mean"
"ns_2_4_4_pm10_without_holiday",569.588293097588,88.7549637229819,2,FALSE,"ns",4,"mean"
"ns_2_4_4_pm10_without_holiday",569.588293097588,88.7549637229819,2,FALSE,"ns",4,"mean"
"ns_2_5_5_pm10_without_holiday",569.588293097588,88.7549637229819,2,FALSE,"ns",5,"mean"
"ns_2_5_5_pm10_without_holiday",569.588293097588,88.7549637229819,2,FALSE,"ns",5,"mean"
"ns_2_6_6_pm10_without_holiday",569.588293097588,88.7549637229819,2,FALSE,"ns",6,"mean"
"ns_2_6_6_pm10_without_holiday",569.588293097588,88.7549637229819,2,FALSE,"ns",6,"mean"
"ns_2_7_7_pm10_without_holiday",569.588293097588,88.7549637229819,2,FALSE,"ns",7,"mean"
"ns_2_7_7_pm10_without_holiday",569.588293097588,88.7549637229819,2,FALSE,"ns",7,"mean"
"bs_2_2_2_pm10_without_holiday",569.588293097588,88.7549637229819,2,FALSE,"bs",2,"mean"
"bs_2_2_2_pm10_without_holiday",569.588293097588,88.7549637229819,2,FALSE,"bs",2,"mean"
"bs_2_3_3_pm10_without_holiday",569.588293097588,88.7549637229819,2,FALSE,"bs",3,"mean"
"bs_2_3_3_pm10_without_holiday",569.588293097588,88.7549637229819,2,FALSE,"bs",3,"mean"
"bs_2_4_4_pm10_without_holiday",569.588293097588,88.7549637229819,2,FALSE,"bs",4,"mean"
"bs_2_4_4_pm10_without_holiday",569.588293097588,88.7549637229819,2,FALSE,"bs",4,"mean"
"bs_2_5_5_pm10_without_holiday",569.588293097588,88.7549637229819,2,FALSE,"bs",5,"mean"
"bs_2_5_5_pm10_without_holiday",569.588293097588,88.7549637229819,2,FALSE,"bs",5,"mean"
"bs_2_6_6_pm10_without_holiday",569.588293097588,88.7549637229819,2,FALSE,"bs",6,"mean"
"bs_2_6_6_pm10_without_holiday",569.588293097588,88.7549637229819,2,FALSE,"bs",6,"mean"
"bs_2_7_7_pm10_without_holiday",569.588293097588,88.7549637229819,2,FALSE,"bs",7,"mean"
"bs_2_7_7_pm10_without_holiday",569.588293097588,88.7549637229819,2,FALSE,"bs",7,"mean"
"ns_2_2_2_pm10_without_holiday",569.588293097588,88.7549637229819,2,FALSE,"ns",2,"mix"
"ns_2_2_2_pm10_without_holiday",569.588293097588,88.7549637229819,2,FALSE,"ns",2,"mix"
"ns_2_3_3_pm10_without_holiday",569.588293097588,88.7549637229819,2,FALSE,"ns",3,"mix"
"ns_2_3_3_pm10_without_holiday",569.588293097588,88.7549637229819,2,FALSE,"ns",3,"mix"
"ns_2_4_4_pm10_without_holiday",569.588293097588,88.7549637229819,2,FALSE,"ns",4,"mix"
"ns_2_4_4_pm10_without_holiday",569.588293097588,88.7549637229819,2,FALSE,"ns",4,"mix"
"ns_2_5_5_pm10_without_holiday",569.588293097588,88.7549637229819,2,FALSE,"ns",5,"mix"
"ns_2_5_5_pm10_without_holiday",569.588293097588,88.7549637229819,2,FALSE,"ns",5,"mix"
"ns_2_6_6_pm10_without_holiday",569.588293097588,88.7549637229819,2,FALSE,"ns",6,"mix"
"ns_2_6_6_pm10_without_holiday",569.588293097588,88.7549637229819,2,FALSE,"ns",6,"mix"
"ns_2_7_7_pm10_without_holiday",569.588293097588,88.7549637229819,2,FALSE,"ns",7,"mix"
"ns_2_7_7_pm10_without_holiday",569.588293097588,88.7549637229819,2,FALSE,"ns",7,"mix"
"bs_2_2_2_pm10_without_holiday",569.588293097588,88.7549637229819,2,FALSE,"bs",2,"mix"
"bs_2_2_2_pm10_without_holiday",569.588293097588,88.7549637229819,2,FALSE,"bs",2,"mix"
"bs_2_3_3_pm10_without_holiday",569.588293097588,88.7549637229819,2,FALSE,"bs",3,"mix"
"bs_2_3_3_pm10_without_holiday",569.588293097588,88.7549637229819,2,FALSE,"bs",3,"mix"
"bs_2_4_4_pm10_without_holiday",569.588293097588,88.7549637229819,2,FALSE,"bs",4,"mix"
"bs_2_4_4_pm10_without_holiday",569.588293097588,88.7549637229819,2,FALSE,"bs",4,"mix"
"bs_2_5_5_pm10_without_holiday",569.588293097588,88.7549637229819,2,FALSE,"bs",5,"mix"
"bs_2_5_5_pm10_without_holiday",569.588293097588,88.7549637229819,2,FALSE,"bs",5,"mix"
"bs_2_6_6_pm10_without_holiday",569.588293097588,88.7549637229819,2,FALSE,"bs",6,"mix"
